OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services -Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services -Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
1472,45027,Lebanon -- 45020,Selaata, ,LB,Lebanon,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,"56042, 56043", , ,"coa10d, gen10b",0,0,0,0,14,0,0,230,35,13,0,0,0,Very Small,Coastal (Breakwater),Cargo, ,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,III,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,34.283333333000002,35.655000000000001
1473,48268,United Arab Emirates -- 48260,Mubarraz Oil Terminal, ,AE MBS,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62414, , ,"a1048268, coa10m, gen10a, h1048268",2.3,0,14,17,0,15.5,0,0,0,0,339.5,0,13.5,Small,Open Roadstead,Cargo,Fair,Unknown,Unknown,Unknown,Yes,Yes,Unknown,No,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,IX,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,No,No,Yes,Unknown,Yes,Unknown,Moderate,Medium,Unknown,24.433333000000001,53.516666999999998
1474,48290,Qatar -- 48285,Doha,Ad Dawhah,QA DOH,Qatar,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62552, , ,"a1048290, coa10m, gen10a, h1048290",1.5,160,11,12,8.8,0,0,333,43,9.5,0,0,0,Small,Coastal (Natural),Cargo,Fair,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,IX,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,No,Moderate,Unknown,Unknown,25.283332999999999,51.533332999999999
1475,48266,United Arab Emirates -- 48260,Zirkuh,Zirkuh Petroleum Port; Zirk; Az Zarqa Petroleum Port,AE ZUR,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62449, , ,"a1048277, coa10m, gen10a, h1048277",1.5,0,20.1,0,0,27,0,0,0,0,339.8,60,21,Medium,Open Roadstead,Cargo,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IX,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,25.016667000000002,53.000000000000000
1476,48265,United Arab Emirates -- 48260,Fateh Oil Terminal, ,AE FAT,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62482, , ,"a1048265, coa10l, gen10a",1.8,0,36.5,23.2,0,44.2,0,0,0,0,350,0,22.8,Very Small,Open Roadstead,Cargo,Poor,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Yes,Yes,Yes,No,Unknown,Unknown,IX,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No,No,None,Unknown,Unknown,25.583333000000000,54.416666999999997
1477,48298,Qatar -- 48285,Al Shaheen Terminal, ,QA ASN,Qatar,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62550, , ,"coa10m, gen10a",0,0,0,62,0,62,0,340,0,0,0,0,0,Very Small,Open Roadstead,Cargo,None,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,IX,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Unknown,None,Unknown,Unknown,26.583333000000000,52.000000000000000
1478,48282,United Arab Emirates -- 48260,Jabal Az Zannah/ruways,Jabal Dhanna/ruways,AE JED,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62404, , ,"a1048282, coa10m, gen10a, h1048282",1,0,14,10.3,17,19.8,0,360,60,14.3,377,0,14.3,Medium,Coastal (Breakwater),Cargo,Fair,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,IX,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,No,None,Unknown,Unknown,24.199999999999999,52.700000000000003
1479,48295,Qatar -- 48285,Jazirat Halul, ,QA HAL,Qatar,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62550, , ,"coa10m, gen10a, h1048295",1,0,23.2,21,3.4,36.5,0,0,0,0,420,0,29,Very Small,Open Roadstead,Cargo,Fair,No,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,IX,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,No,Unknown,Unknown,No,No,No,Yes,Unknown,No,No,None,Unknown,Unknown,25.683333000000001,52.416666999999997
1480,48279,United Arab Emirates -- 48260,Umm An Nar,Sas an Nakhl,AE ULR,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62463, , ,"a1048278, coa10m, gen10a, h1048278",1.5,0,11,0,7.9,11,0,170,26.5,9.8,0,0,0,Very Small,River (Natural),Cargo,Good,Yes,Unknown,Unknown,Yes,Yes,Unknown,No,No,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,IX,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No,No,None,Unknown,Unknown,24.449999999999999,54.483333000000002
1481,48287,Qatar -- 48285,Umm Said,Mesaieed; Musay'id,QA UMS,Qatar,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62457, , ,"a1048290, coa10m, gen10a, h1048287",1.3,0,12.5,11,15,19.5,0,340,60,13,340,0,12.5,Small,Open Roadstead,Cargo,Fair,Yes,No,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,IX,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,No,No,No,No,No,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,No,Limited,Unknown,Small,24.916667000000000,51.566667000000002
1482,48297,Qatar -- 48285,Ras Laffan, ,QA RLF,Qatar,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62417, , ,"a1048297, coa10m, gen10a, h1048297",2,400,15,10,12.5,37,13.5,345,60,12.5,335,0,0,Medium,Coastal (Breakwater),Cargo,Good,Yes,No,No,Yes,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,IX,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,No,No,Yes,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,Unknown,Unknown,Unknown,None,Unknown,Unknown,25.916667000000000,51.583333000000003
1483,48278,United Arab Emirates -- 48260,Abu Zaby,Abu Dhabi; Mina Zayed,AE AUH,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,"62462, 62463", , ,"a1048278, coa10m, gen10a, h1048278",2,225,15,15,14.6,13.2,0,240,0,12.5,0,0,0,Medium,Coastal (Breakwater),Cargo,Good,Yes,No,No,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,No,Yes,Yes,Yes,Yes,Unknown,IX,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,No,Yes,Moderate,Medium,Unknown,24.500000000000000,54.333333000000003
1484,48277,United Arab Emirates -- 48260,Jazirat Das, ,AE DAS,United Arab Emirates,Persian Gulf; Indian Ocean, ,Sailing Directions Pub. 172 (Enroute) - Red Sea and the Persian Gulf,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub172bk.pdf&type=view,62449, , ,"a1048277, coa10m, gen10a, h1048277",2,0,21.6,23.2,16,28.3,15,300,0,14.9,337,0,22,Very Small,Open Roadstead,Cargo,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,No,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,IX,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,Unknown,Unknown,Unknown,None,Unknown,Unknown,25.149999999999999,52.866667000000000
1485,51680,Sabah -- 51650,Victoria,Labuan, ,Malaysia,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,71333, , ,"a1151680, coa11c, gen11b, h1151680",2,0,6.4,0,6.4,12.5,0,0,45,18,252,0,23.5,Small,Coastal (Natural),Unknown,Excellent,Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,No,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unknown,Unknown,XI,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Yes,Yes,Major,Medium,Small,5.283333000000000,115.233333000000002
1486,51440,East Timor -- 51430,Dili, ,TL DIL,Timor-Leste,Banda Sea; South Pacific Ocean, ,Sailing Directions Pub. 163 (Enroute) - Borneo Jawa Sulawesi and Nusa Tenggara,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub163bk.pdf&type=view,73082, , ,"coa04g, gen04c, h0451390",5,0,23.2,23.2,6.4,0,0,140,0,7.2,0,0,0,Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,No,No,Unknown,Yes,No,No,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-8.533333,125.583332999999996
1487,59270,Philippine Islands -- 57960,Puerto Princesa, ,PH PPS,Philippines,Sulu Sea; North Pacific Ocean, ,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub162bk.pdf&type=view,92529, , ,"coa11d, gen11a, h1159270",1,0,23.2,17.1,7.9,0,0,0,0,0,105.1,0,6.8,Small,Coastal (Natural),Unknown,Good,Yes,Yes,No,Yes,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,XI,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,No,Yes,No,Unknown,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,9.733333000000000,118.733333000000002
1488,59500,Philippine Islands -- 57960,Polloc (Cotabato), ,PH PLC,Philippines,Celebes Sea; North Pacific Ocean, ,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub162bk.pdf&type=view,92190, , ,"coa11h, gen11b",5,0,23.2,23.2,9.4,0,0,177,27,10.5,0,0,0,Very Small,Open Roadstead,Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,No,No,Unknown,No,No,Yes,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.350000000000000,124.216667000000001
1489,49970,Malaysia -- 49820,Melaka,Malacca,MY MEA,Malaysia,Strait of Malacca; Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub174bk.pdf&type=view,71275, , ,"a0349970, coa03f, gen03c",2,0,0,4.9,3.4,7.9,0,0,0,0,0,0,0,Small,River (Natural),Unknown,Good,Yes,No,No,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,No,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,XI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,2.200000000000000,102.250000000000000
1490,49960,Malaysia -- 49820,Port Dickson, ,MY PDI,Malaysia,Strait of Malacca; Indian Ocean, ,Sailing Directions Pub. 174 (Enroute) - Strait of Malacca and Sumatera,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub174bk.pdf&type=view,71285, , ,"a0349960, coa03f, gen03c, h0349960",2.5,0,11,23.2,7.9,14,0,0,0,0,0,0,0,Medium,Open Roadstead,Unknown,Fair,Yes,Yes,No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Yes,Unknown,Yes,Yes,Unknown,XI,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,No,No,No,Unknown,Unknown,Yes,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Small,2.533333000000000,101.783332999999999
1491,46454,Gabon -- 46410,M'bya Oil Terminal,FSO Mayumba,GA MBY,Gabon,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57220, , ,"coa01h, gen01b",1,0,23.2,30,0,28,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,No,No,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,No,Unknown,No,No,None,Unknown,Unknown,-3.883333,10.933332999999999
1492,46451,Gabon -- 46410,Etame Terminal,FPSO Petroleo Nautipa,GA ETA,Gabon,South Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57220, , ,"coa01h, gen01b",0,0,23.2,76,23.2,76,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,No,Unknown,II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-3.75,10.516667000000000
1493,46330,Equatorial Guinea -- 46300,Luba, ,GQ LUB,Equatorial Guinea,Gulf of Guinea; North Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57160, , ,"coa01a, gen01b",1.4,0,18.6,31,9.5,9.5,0,135,35,10,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Yes,Unknown,Unknown,II,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,3.500000000000000,8.566667000000001
